ID,RequirementText,Human_Functional (F),Human_Availability (A),Human_Fault Tolerance (FT),Human_Legal (L),Human_Look & Feel (LF),Human_Maintainability (MN),Human_Operability (O),Human_Performance (PE),Human_Portability (PO),Human_Scalability (SC),Human_Security (SE),Human_Usability (US)
544,The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,1,0,0,0,0,0,0,0,0,0,1,0
3425,The Development Team shall perform weekly integrations of the [SYSTEM NAME] system and deploy these system updates to the Staging environment.,0,0,0,0,0,1,1,0,0,0,0,0
107,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes,1,0,0,0,0,0,0,0,0,0,0,0
7061,"User shall be able to interact with the platform to create a LeetCode account, providing their email, username, and password.",1,0,0,0,0,0,0,0,0,0,1,0
3610,Healthcare administrators shall manage user roles and permissions.,1,0,0,0,0,0,0,0,0,0,1,0
4197,The database will use the generic representations from R4.2.2.1 as table names or column headers for easier retrieval of data.,0,0,0,0,0,1,1,0,0,0,0,0
2727,"Track and measure alternative source projects: Surface water or stormwater projects, Reclaimed water (reuse water), Augmented surface water (reservoirs, harvesting of high flows (floodwaters), ASR (Aquifer storage recovery), Desalination.",1,0,0,0,0,0,0,0,0,0,0,0
4948,"The system shall resolve the zipcode for the street address, city, and state if zipcode is unknown.",1,0,0,0,0,0,0,0,0,0,0,0
15,The system shall allow a user to define the time segments,1,0,0,0,0,0,0,0,0,0,0,0
3774,The system should implement multi-region deployments for redundancy.,0,1,1,0,0,0,0,0,0,1,0,0
4863,Students added to a cohort shall be eligible for the cohort’s Program of Study.,1,0,0,0,0,0,0,0,0,0,0,0
1,The system shall refresh the display every 60 seconds.,1,0,0,0,0,0,0,1,0,0,0,0
7821,System shall facilitate bulk updates of enum values with efficient backend changes.,1,0,0,0,0,1,1,1,0,0,0,0
2534,The System shall be capable of reformatting Data Products into HDF5.,1,0,0,0,0,0,0,0,0,0,0,0
1781,The system shall be capable of tracking login and logout activity.,1,0,0,0,0,0,0,0,0,0,1,0
5010,The Moderator shall know who has not finished casting their votes.,1,0,0,0,0,0,0,0,0,0,0,0
8863,System shall process the user's input and perform the desired action in the application interface.,1,0,0,0,0,0,0,0,0,0,0,0
8699,The software shall interact with keyboard keystrokes for data entry.,1,0,0,0,0,0,0,0,0,0,0,0
4162,"Users shall be able to search for items by filtering by price, location, and category.",1,0,0,0,0,0,0,0,0,0,0,0
6787,"The system shall define data for monitoring digital wellbeing metrics (e.g., app usage, sleep patterns).",1,0,0,0,0,0,0,0,0,0,0,0
669,The online registration system is â€œself-service styleâ€� system that shall initially address the student registration needs.,1,0,0,0,0,0,0,0,0,0,0,0
8103,System interface must be compatible with specialist software and suitable for users with special needs.,0,0,0,0,0,0,0,0,1,0,0,1
8589,The system shall allow users to import MIDI files.,1,0,0,0,0,0,0,0,0,0,0,0
5551,System shall be able to develop the front end using Java and utilize MySQL for the back end.,0,0,0,0,0,0,0,0,1,0,0,0
5818,User shall have the ability to remove stored locations.,1,0,0,0,0,0,0,0,0,0,0,0
5156,"User shall have access to LLU phone numbers, emails, local resources, personal contacts, and healthcare providers on the Contacts page.",1,0,0,0,0,0,0,0,0,0,0,0
8967,The system shall prompt the user to enter the desired height and width of the cropped image.,1,0,0,0,0,0,0,0,0,0,0,1
4908,"System shall provide a confirmation to the user upon the creation of a ticket retrieval request, including the dispute case number, type of retrieval requested, and due date for the merchant response.",1,0,0,0,0,0,0,0,0,0,0,0
2756,"Ability to pull a well package that provides a view of water use at a particular time that is then plugged into models used to generate water use amounts. The data would include wells, land elevation, aquifer, and total and cased depths.",1,0,0,0,0,0,0,0,0,0,0,0
6745,There shall be an option for users to wait if they would like to see if tickets for a particular show might become available.,1,0,0,0,0,0,0,0,0,0,0,0
5226,Users shall provide a valid email address.,1,0,0,0,0,0,0,0,0,0,0,0
7494,The system shall allow consumers to download data packages as a single file.,1,0,0,0,0,0,0,0,0,0,0,0
2166,Actual speed shall still be shown on the DMI.,1,0,0,0,0,0,0,0,0,0,0,0
4814,This unit will receive a text string from the URL parameter.,1,0,0,0,0,0,0,0,0,0,0,0
7975,Administrators shall create deposit groups.,1,0,0,0,0,0,0,0,0,0,0,0
3284,The right granularity and consistency of criteria MUST be found through testing and iterative redefinition in order to ensure legitimacy and to retrieve adequate mapping results.,0,0,0,0,0,0,0,0,0,0,0,0
8842,User shall carefully select installation options during the software installation process.,0,0,0,0,0,0,1,0,1,0,0,0
347,The product shall be able to process 10 000 transactions per hour within two years of its launch. This number will increase to 20 000 by Release 2.,0,0,0,0,0,0,0,1,0,1,0,0
5748,"User shall be able to view and update the details of an existing patient profile, with only the latest details maintained by the system.",1,0,0,0,0,0,0,0,0,0,0,0
7955,The system shall allow researchers to search OCRed text in digitized documents.,1,0,0,0,0,0,0,0,0,0,0,0
9592,System shall be able to check if the user account is valid.,1,0,0,0,0,0,0,0,0,0,1,0
5639,System shall maintain the book status as Rejected/Canceled if the administrator rejects the requested book.,1,0,0,0,0,0,0,0,0,0,0,0
762,An end-user may use this system on any OS; either it is Windows or Linux.,0,0,0,0,0,0,0,0,1,0,0,0
8511,"Administrator shall have authority to set rules, regulations, and policies.",1,0,0,1,0,0,0,0,0,0,0,0
5363,"Access shall be granted if the credentials are valid; otherwise, access shall be denied.",0,0,0,0,0,0,0,0,0,0,1,0
1163,Any university group member can add all assets in the inventory.,1,0,0,0,0,0,0,0,0,0,1,0
8283,System shall utilize cryptographic techniques for user authentication (future version).,1,0,0,0,0,0,0,0,0,0,1,0
5290,"User shall initiate the play function by selecting the play icon, transitioning the menu screen to the play game screen.",1,0,0,0,0,0,0,0,0,0,0,0
8854,User shall provide the necessary permissions to allow the application to interact with social media apps on their device.,1,0,0,0,0,0,0,0,0,0,1,0
7774,System shall support interoperability with external metadata tools and systems.,1,0,0,0,0,0,1,0,1,0,0,0
1262,"When the GUI application is initiated, the user shall be prompted for the following information: User name, Password",1,0,0,0,0,0,0,0,0,0,1,1
1454,"Observational Mode â€“ The BE shall receive, via M&C, data and parameters specific to the current EVLA Observational Mode needed for processing the Correlator Lag values.",1,0,0,0,0,0,0,0,0,0,0,0
5354,User shall be able to search for specific content using keywords.,1,0,0,0,0,0,0,0,0,0,0,0
6875,"The system shall respond to user actions within an acceptable time frame (e.g., 2 seconds).",0,0,0,0,0,0,0,1,0,0,0,0
1531,"Monitor Compute Errors â€“ The BE shall trap, flag and repair infâ€™s, NaNâ€™s, underflows, overflows and other computation errors. Accumulate computation error statistics and compare against tolerances. Report all out of tolerance conditions.",1,0,1,0,0,1,1,0,0,0,0,0
4589,Science analysis software shall be integrated into the NASA approved data repository.,1,0,0,0,0,0,1,0,0,0,0,0
7712,System shall provide a user-friendly landing page for browsing training offerings.,1,0,0,0,0,0,0,0,0,0,0,1
701,System will use secured database.,0,0,0,0,0,0,0,0,0,0,1,0
6158,Updates to the Teams app shall be delivered through mechanisms that minimize or eliminate impact on ongoing meetings.,0,1,1,0,0,0,1,0,0,0,0,0
6498,User shall be able to delete emails from their inbox or other folders.,1,0,0,0,0,0,0,0,0,0,0,0
6551,"System shall ensure users can log out of their accounts securely, preventing unauthorized access.",1,0,0,0,0,0,0,0,0,0,1,0
5749,"User shall be able to delete a patient profile, provided no consultation requests have been made in the last 3 years.",1,0,0,1,0,0,0,0,0,0,1,0
933,The system shall allow user to select the order from the order history.,1,0,0,0,0,0,0,0,0,0,0,0
2255,"It shall be possible to apply the train trip function, if the shunting movement passes a signal showing ""danger for shunting"".",1,0,0,0,0,0,0,0,0,0,0,0
9501,"User shall specify desired report criteria, and the system shall display the report accordingly.",1,0,0,0,0,0,0,0,0,0,0,0
2907,Ability for the data center admin to do real-time replication to alternate site.,1,1,1,0,0,0,1,0,0,0,0,0
6215,A supervisor shall be able to issue a refund for one or more items to a customer.,1,0,0,0,0,0,0,0,0,0,0,0
3468,"Prior to registering a product for approval, a test address for all test email transmissions and test logon details to the UK fisheries administrationsâ€™ ERS system will be provided on request. All requests should be made by contacting the Validation Authority by email in the first instance. The email address is ERS-Logbook-Approvals@NCCGroup.com.",0,0,0,0,0,0,0,0,0,0,0,0
322,The product92s Look and Feel shall be able to incorporate aspects of the customer92s organization such as logo branding and identity,0,0,0,0,1,0,0,0,0,0,0,0
7110,Admin shall have access to a dashboard monitoring all site statuses and user activities.,1,0,0,0,0,0,1,0,0,0,1,0
2418,The DUAP Input Services shall be able to collect weather data from Michigan Department of Natural Resources (MDNR) weather information systems using the MDNR interface.,1,0,0,0,0,0,0,0,0,0,0,0
9233,"User shall be able to send money by entering recipient's mobile number, email ID, or name, and providing recipient's account number and the amount.",1,0,0,0,0,0,0,0,0,0,0,0
2621,The system must allow for multiple file upload to be configured on a per-page basis.,1,0,0,0,0,0,0,0,0,0,0,0
5058,Delivery boy shall be able to toggle Online/Offline/Break option.,1,0,0,0,0,0,0,0,0,0,0,0
2437,The DUAP System shall log Input Services data transactions.,1,0,0,0,0,0,1,0,0,0,0,0
6819,"The system shall offer validation rules to ensure data entered meets specific criteria (e.g., positive numbers only).",1,0,0,0,0,0,0,0,0,0,0,0
5781,System shall ensure that prescriptions are mapped to one and only one chemist or lab based on the patient's pincode.,1,0,0,0,0,0,0,0,0,0,0,0
3150,It MUST be clarified which are the best access points for economic operators to use the infrastructure for transportation of a VCD package.,0,0,0,0,0,0,0,0,0,0,0,0
9443,"User shall hear spoken output in the target language generated from translated text, enhancing accessibility and pronunciation assistance.",1,0,0,0,0,0,0,0,0,0,0,1
9432,"Only the project admin shall have backend database access, allowing for secure modifications and updates.",0,0,0,0,0,0,0,0,0,0,1,0
89,Program Administrators and Nursing Staff Members shall be able to add clinical classes or sections to a sequence of classes,1,0,0,0,0,0,0,0,0,0,0,0
4485,"The CO will be able to recognise ""almost finished"" sets of tiles (i.e. 2 tiles in a sequence is an almost finished Chow) and will not discard tiles in such sets.",1,0,0,0,0,0,0,0,0,0,0,0
3990,The system shall display a launcher to the Twitter-app version 3.1.10 on the main menu.,1,0,0,0,0,0,0,0,0,0,0,0
5874,An option to remain anonymous on the CV database while allowing employers/agencies to email candidates shall be provided.,1,0,0,0,0,0,0,0,0,0,1,0
132,Students added to a cohort shall be eligible for the cohort92s Program of Study.,1,0,0,0,0,0,0,0,0,0,0,0
9425,System shall facilitate the addition of new blogs by validating input data and updating the database accordingly.,1,0,0,0,0,0,0,0,0,0,1,0
8828,System shall verify the password during installation to ensure the antivirus copy is valid.,1,0,0,0,0,0,0,0,0,0,1,0
3594,The platform should support multilingual interfaces.,0,0,0,0,0,0,0,0,0,0,0,1
2228,The ceiling speed value for the unfitted operation is determined by the lower value out of Maximum train speed and National value for unfitted operation.,1,0,0,0,0,0,0,0,0,0,0,0
7417,The system shall allow parents to message their child's counselors.,1,0,0,0,0,0,0,0,0,0,0,0
3860,Healthcare providers shall access patient behavioral health data within the system.,1,0,0,0,0,0,0,0,0,0,1,0
4966,"When creating a new session, the session creator shall assign the session a name.",1,0,0,0,0,0,0,0,0,0,0,0
1513,"Failure Report â€“ internal system component (e.g., disk drive, processors, processes, and networks) failure number (translatable into text error message) and time stamp.",1,0,1,0,0,1,1,0,0,0,0,0
6132,The Memories shall provide cloud-based storage for a limited number of user-uploaded snaps.,1,0,0,0,0,0,0,0,0,0,0,0
790,Keep track of each product itemâ€™s stocks for selling purpose.,1,0,0,0,0,0,0,0,0,0,0,0
2234,"If track data at least to the location where the relevant movement authority ends are not available on-board, the movement authority shall be rejected.",1,0,0,0,0,0,0,0,0,0,0,0
4512,"At every waypoint and every 5 minutes, the TCS shall compute the AV's flight range based on remaining fuel.",1,0,0,0,0,0,0,0,0,0,0,0
7414,The system shall allow parents to submit various types of forms to camp management.,1,0,0,0,0,0,0,0,0,0,0,0
7597,System shall provide intuitive and user-friendly interfaces for creating log book page templates.,1,0,0,0,0,0,0,0,0,0,0,1
2928,Ability for the user to share contact lists / address book.,1,0,0,0,0,0,0,0,0,0,0,0
6171,A surface computer shall provide a customer with all customer system functionality.,1,0,0,0,0,0,0,0,0,0,0,0
37,The realtor shall be able to retrieve a map showing property locations for a specified area,1,0,0,0,0,0,0,0,0,0,0,0
5971,The system shall confirm the successful creation of a new user account.,1,0,0,0,0,0,0,0,0,0,0,1
5504,User shall be able to input and store personal details of students.,1,0,0,0,0,0,0,0,0,0,0,0
8346,Customer shall be able to order items from wallet amount.,1,0,0,0,0,0,0,0,0,0,0,0
6847,The system shall allow users to collect responses and view submitted data.,1,0,0,0,0,0,0,0,0,0,0,0
48,The product is expected to run on Windows CE and Palm operating systems.,0,0,0,0,0,0,0,0,1,0,0,0
4533,The TCS shall provide the necessary system capabilities required for AV flight control BLOS via uplink command to two MAE air vehicles.,1,0,0,0,0,0,0,0,0,0,0,0
1786,The system shall be capable of operating with a single-sign-on authentication mechanism based on Active Directory Services or the LDAP standard.,1,0,0,0,0,0,1,0,0,0,1,0
2961,Ability for the agency admin to provide a server based archiving solution.,1,0,0,0,0,0,1,0,0,0,0,0
7553,User shall share a dataset type previously deployed as part of an app.,1,0,0,0,0,0,0,0,0,0,0,0
3051,Management Processes shall provide a development and training environment with the ability to migrate configurations to a production environment.,1,0,0,0,0,0,1,0,0,0,0,0
9335,"System shall customize the user's homepage based on previous interactions, including wish-list additions, page views, and previous searches.",1,0,0,0,0,0,0,0,0,0,0,1
8823,System shall display an error message and terminate installation if the authorization dialog receives a negative answer from the service provider.,1,0,0,0,0,0,1,0,0,0,1,1
7607,User shall be able to receive information from ALFRED through speech technology.,1,0,0,0,0,0,0,0,0,0,0,0
1079,"The System must be able to capture and store violations (i.e. A userâ€™s attempts to access a case to which he is denied access), and (where violations can validly be attempted) attempted violations, of access control mechanisms.",1,0,0,0,0,0,0,0,0,0,1,0
6443,The server hosting the E-learning web application shall have its own security measures to prevent unauthorized write/delete access.,0,0,0,0,0,0,0,0,0,0,1,0
6201,A waiter shall be able to deactivate a surface computer and consequently close its associated account through a tablet.,1,0,0,0,0,0,0,0,1,0,0,0
9588,System shall be able to log the dispensed amount against device information and send a response to the central system.,1,0,0,0,0,0,1,0,0,0,0,0
1112,"Customers will be able to create accounts to store their customer profiles, configure contact information, view their purchase history, and confirm orders.",1,0,0,0,0,0,0,0,0,0,0,0
9493,System shall confirm successful attendance marking.,1,0,0,0,0,0,0,0,0,0,0,1
1733,"Systems supporting OM must have the capability to capture data for any object involved in an OM investigation, such as a letter, invoice, food item, or any object that cannot be classified as a â€œperson, organization, place, or animal.â€� Collected data may include: name of the object, type, physical descriptors, address, identification number (e.g. serial number, package slip number), and relevant dates and times (e.g., invoice date, shipping date, packaging date).",1,0,0,0,0,0,0,0,0,0,0,0
5075,Admin shall be able to add promo code/offers.,1,0,0,0,0,0,0,0,0,0,0,0
6338,"System shall provide a login window with fields for username and password, along with buttons for logging in and registering.",1,0,0,0,0,0,0,0,0,0,0,1
6928,"The system shall offer functionalities for enhancing scanned documents (e.g., adjusting brightness, contrast).",1,0,0,0,0,0,0,0,0,0,0,0
7202,An API User shall be able to use data to retrieve data from multiple datasets.,1,0,0,0,0,0,0,0,0,0,0,0
8022,The system shall prefilter nudity content.,1,0,0,0,0,0,0,0,0,0,1,0
4002,System shall be able to modify the appearance of the separate launchers.,0,0,0,0,1,0,0,0,0,0,0,0
2575,The System shall provide an automatic failover capability that will re-create a fully functioning configuration from a failed configuration.,0,1,1,0,0,0,0,0,0,0,0,0
6916,"The system shall provide features for adjusting font size, background color, and text-to-speech functionality.",1,0,0,0,1,0,0,0,0,0,0,1
1528,Monitor Networks â€“ The BE shall periodically or upon request check all Backend internal networks and assure that all communication connections are intact and functioning. Report all non-functioning components.,1,1,0,0,0,1,1,0,0,0,0,0
3147,Every party participating MUST be uniquely identifiable.,1,0,0,0,0,0,0,0,0,0,1,0
5181,Patients shall have the option to make payments for services provided through the portal.,1,0,0,0,0,0,0,0,0,0,0,0
5000,Flagged ideas shall go to a separate moderator page for resolution.,1,0,0,0,0,0,0,0,0,0,0,0
5191,The healthcare portal shall employ industry-standard encryption and security measures to protect patient data from unauthorized access.,0,0,0,0,0,0,0,0,0,0,1,0
8499,System shall be compatible with AIMS security standards.,0,0,0,1,0,0,0,0,0,0,1,0
796,Can give feedback to the 24X7 Customer Care Service center about their impression for the site and services.,1,0,0,0,0,0,0,0,0,0,0,0
5905,"Invoices can be sent to companies, and featured employer showcases can be managed.",1,0,0,0,0,0,0,0,0,0,0,0
7198,An API User shall be able to use HASC codes for data visualization.,1,0,0,0,0,0,0,0,0,0,0,0
350,Product formula ingredients shall allow defining substitutionary ingredients.,1,0,0,0,0,0,0,0,0,0,0,0
2302,Train data shall be entered before the on-board ETCS equipment allows train movement.,1,0,0,0,0,0,0,0,0,0,0,0
488,The leads washing functionality will validate all leads received by the web service for valid data,1,0,0,0,0,0,0,0,0,0,0,0
6606,User shall be able to access the login screen.,1,0,0,0,0,0,0,0,0,0,1,0
8032,The system shall perform automatic animal number detection in Snapshot Serengeti.,1,0,0,0,0,0,0,0,0,0,0,0
4186,"The system shall be able to condense the output sentence from the Generic Question Construction unit (R4.2.1.3) into a single, concise sentence.",1,0,0,0,0,0,0,0,0,0,0,0
4719,The system shall allow agents to optionally encrypt messages.,1,0,0,0,0,0,0,0,0,0,1,0
7173,A Data Publishing User shall be able to edit the data source of imported data.,1,0,0,0,0,0,0,0,0,0,0,0
6640,System shall display the submitted application form with all entered data.,1,0,0,0,0,0,0,0,0,0,0,0
5333,"Performance of making recommendations and updating them in real-time is crucial, requiring seamless processing to ensure users do not notice data processing.",0,0,0,0,0,0,0,1,0,0,0,1
4263,User shall be able to mark an item as a favorite to receive notifications about changes to that item.,1,0,0,0,0,0,0,0,0,0,0,0
9623,"The system shall enforce robust user authentication, allowing access only through verified and authorized methods.",1,0,0,0,0,0,0,0,0,0,1,0
3945,The system shall employ encryption for all privacy-sensitive data at rest to ensure both security and basic functionality.,0,0,0,0,0,0,0,0,0,0,1,0
1019,"Colour should be used with care, taking into account human capabilities and restrictions in perceiving colour, and not as the only means of conveying information. Color should never be the only means of coding. Some users may have difficulties in perceiving certain colors or color combinations (color-blindness).",0,0,0,0,1,0,0,0,0,0,0,1
734,The user must be able to set an option to hide information based on who has tagged it.,1,0,0,0,0,0,0,0,0,0,1,0
7316,A Visual Designer shall create a moodboard to aid with visual design concepts for the nsf.gov website.,1,0,0,0,1,0,0,0,0,0,0,0
9521,An instructor shall be permitted to view and edit absence information in the database for only his/her classes.,1,0,0,0,0,0,0,0,0,0,1,0
1963,"The system shall eliminate any and all dependencies on workstation (user) control/parameter files for program operation. For example, parameter information required by the NBI Translator (including information currently stored in ELEMENTS.PRN and ERRORS.LST) will be stored strictly within the Pontis database rather than on individual user workstations.",1,0,0,0,0,1,1,0,0,0,0,0
8629,"More RAM shall allow Illustrator to handle extensive use of drawing tools, complex vector illustrations, and advanced effects without significant lag or slowdown.",0,0,0,0,0,0,0,1,0,1,0,0
8332,A server shall host the Swiggy App and provide system data processing and storage capability.,1,0,0,0,0,0,1,0,0,0,0,0
3060,"Management Processes rely on the data structures and functionality of an enterprise-level Library Automation System, including Acquisitions and Cataloging modules.",0,0,0,0,0,0,1,0,0,0,0,0
6248,System shall allow customers to provide feedback to the customer care service center regarding their experience.,1,0,0,0,0,0,0,0,0,0,0,0
907,The system shall provide multi language support.,1,0,0,0,0,0,0,0,0,0,0,1
6856,The system shall be able to handle a high volume of form submissions without performance degradation.,0,0,0,0,0,0,0,1,0,1,0,0
4933,The search for recycled parts must be completed within 15 seconds.,0,0,0,0,0,0,0,1,0,0,0,0
9620,The system shall implement measures to prevent unauthorized physical or digital access.,0,0,0,0,0,0,0,0,0,0,1,0
5012,The Disputes System shall preserve user phases even when moderators revert to a previous phase.,1,0,0,0,0,0,0,0,0,0,0,0
24,The system shall have a MDI form that allows for the viewing of the graph and the data table.,1,0,0,0,0,0,0,0,0,0,0,0
4519,"The TCS shall provide the system functionality necessary to generate a payload plan that, as a minimum, shall include the following information:",1,0,0,0,0,0,0,0,0,0,0,0
6067,The user shall be able to view past exams by tapping a designated menu option on the screen.,1,0,0,0,0,0,0,0,0,0,0,0
7473,The system shall provide informative error messages (User).,1,0,0,0,0,0,0,0,0,0,0,1
2664,"Use GIS layers to analyze how salt-water intrusion is affecting water quality, etc. Layer would need to be updated either quarterly or annually.",1,0,0,0,0,0,1,0,0,0,0,0
5287,System shall guarantee security by not sharing or selling any personal information to third-party companies.,0,0,0,1,0,0,0,0,0,0,1,0
961,The application should be able to support 100 concurrent users without any performance degradation.,0,0,0,0,0,0,0,1,0,1,0,0
2454,The DUAP System shall log Dynamic Data Services data transactions.,1,0,0,0,0,0,1,0,0,0,0,0
648,The meeting scheduler system shall reschedule a meeting to support conflict resolutions.,1,0,0,0,0,0,0,0,0,0,0,0
8381,"Dispute panel shall manage, if the customer needs replacement of the order or cancellation of the order in case of order not available.",1,0,0,0,0,0,0,0,0,0,0,0
2826,"Appropriate funding must be acquired to make required upgrades to existing systems, buy additional hardware and software, and acquire skilled personnel to develop project.",0,0,0,0,0,0,0,0,0,0,0,0
1156,Within the same department: data base can be updated directly without any request.,1,0,0,1,0,0,0,0,0,0,0,0
4029,System shall be able to allow users to switch between the stylistic and satellite map views.,1,0,0,0,0,0,0,0,0,0,0,0
3112,Beside the transportation system (WP8) the economic operator SHOULD be able to use other electronic channels for submitting a VCD package to the contracting authority.,1,0,0,0,0,0,0,0,0,0,0,0
7088,User shall link their email account to their profile for password recovery.,1,0,0,0,0,0,0,0,0,0,1,0
2770,"The CAISO shall from time to time undertake performance tests, with or without prior notification.",0,0,0,0,0,0,1,1,0,0,0,0
5667,User shall access the intra mailing system concurrently with multiple users.,0,0,0,0,0,0,0,1,0,1,0,0
4274,System shall be able to include a link back to the home page when displaying No results found.,1,0,0,0,0,0,0,0,0,0,0,1
2702,Do not join features based on the shape column.,1,0,0,0,0,0,0,0,0,0,0,0
4175,"The user shall be able to edit their existing items, including adding/removing pictures and changing price and details.",1,0,0,0,0,0,0,0,0,0,0,0
1124,Customers will also be able to add products into the shopping cart.,1,0,0,0,0,0,0,0,0,0,0,0
971,Within-page links should be clearly distinguishable from other links that lead to a different page. EX. Within-page links are shown with dashed rather than solid underlines,0,0,0,0,1,0,0,0,0,0,0,1
7922,"The system shall support various metadata elements for collections, objects, components, and files.",1,0,0,0,0,0,0,0,0,0,0,0
1748,"Systems supporting OM should be capable of using configurable, domain-specific vocabulary.",1,0,0,0,0,0,0,0,0,0,0,0
9285,User shall integrate error prevention measures such as sanity checks and limiting free-text input for usability.,0,0,0,0,0,0,0,0,0,0,0,1
1727,"Data describing the health event should be captured, including the reason for the investigation, the category of event (e.g. environmental, infectious), the date the event began, the suspected agent (if known) or investigation focus, the geographic area impacted by the event, as well as the event status (e.g., open, closed).",1,0,0,0,0,0,0,0,0,0,0,0
4345,The system shall minimize user errors and make error recovery effortless.,0,0,0,0,0,0,0,0,0,0,0,1
959,Any page of the application should not take more than 6 seconds to load on a DSL broadband connection.,0,0,0,0,0,0,0,1,0,0,0,0
1818,The administrator shall be able to assign users to application roles.,1,0,0,0,0,0,0,0,0,0,1,0
8889,System shall ensure the application loads quickly on supported devices.,0,0,0,0,0,0,0,1,0,0,0,0
9256,Employee shall select availability.,1,0,0,0,0,0,0,0,0,0,0,0
3890,The campus map shall cover the campus of the TU/e.,1,0,0,0,0,0,0,0,0,0,0,0
3972,"The system will prioritize error-free expense splitting calculations while offering full app functionality offline, caching financial data until reconnected.",1,0,1,0,0,0,0,0,1,0,0,0
2317,Communications Interfaces There are no special communication interface requirements,0,0,0,0,0,0,0,0,0,0,0,0
3054,"The software developer shall provide complete data specifications for authority records, bibliographic records, order records, item records, hold/request records, and other records maintained or accessed by Management Processes.",1,0,0,0,0,0,0,0,0,0,0,0
4867,Program Administrators and Nursing Staff Members shall be able to add new classes for the nursing department into the system.',1,0,0,0,0,0,0,0,0,0,0,0
1731,"Systems supporting OM must have the capability to capture data about any public or private gathering of people (e.g., church social, ball game) involved in an OM investigation, including: time, location, nature of the event, etc.",1,0,0,0,0,0,0,0,0,0,0,0
3773,Users shall have access to a secure messaging system within the platform.,1,0,0,0,0,0,0,0,0,0,1,0
7882,"System shall support privileged access for external collaborators, ensuring effective collaboration.",1,0,0,0,0,0,0,0,0,0,1,0
8810,"The system shall be available at all times, only restricted by server downtime, and show a replacement page in case of hardware failure or database corruption.",1,1,1,0,0,0,0,0,0,0,0,0
6464,System shall store and display the user's comments.,1,0,0,0,0,0,0,0,0,0,0,0
6943,"The system shall respond to user actions promptly and efficiently, even with a large number of users and expenses.",0,0,0,0,0,0,0,1,0,1,0,0
9153,System shall present the abstract of the article to the user.,1,0,0,0,0,0,0,0,0,0,0,0
3502,"Although there are no specific safety requirements, high system reliability is important to insure there are no system failures in carrying out user requests. Such failures might affect the safety of home dwellers (e.g., security breaches, inadequate lighting in dark spaces, inappropriate temperature and humidity for people who are in ill-health, or powering certain appliances when young children are present).",0,1,1,0,0,0,0,0,0,0,0,0
2869,Users must enable java scripts on their systems to be able to install Whiteboard-Edu software,0,0,0,0,0,0,1,0,1,0,0,0
6093,The user shall be able to add their Teacher Name for the class.,1,0,0,0,0,0,0,0,0,0,0,0
2778,The Black Start unit must have the ability to maintain voltage within emergency voltage limits over a range of loading from no external load to full external load in accordance with NERC reliability standards.,0,1,1,1,0,0,0,1,0,0,0,0
7258,The system shall allow members to write articles for the site with an associated graphic.,1,0,0,0,0,0,0,0,0,0,0,0
2479,"The System shall be constructed using existing software where it is possible, practical, and approved by the Government. Inventory will be provided to the Contractor by OSDPD IT Lead.",0,0,0,0,0,0,0,0,0,0,0,0
2134,After the acknowledgement the driver shall be able to continue the movement,1,0,0,0,0,0,0,0,0,0,0,0
7259,The system shall allow trainers to list their upcoming classes with links to detailed pages.,1,0,0,0,0,0,0,0,0,0,0,0
4296,System shall be able to display an enlarged version of the main site image when the user clicks on it on the sites page.,1,0,0,0,0,0,0,0,0,0,0,0
1920,"The user shall be able to specify the characteristics of the simulation, including the simulation timeframe, various thresholds for the simulation, the project types included in the simulation, the needs addressed, and the annual budget for the simulation.",1,0,0,0,0,0,0,0,0,0,0,0
6119,The system shall prioritize traveler privacy regarding location tracking within the mobility domain.,0,0,0,0,0,0,0,0,0,0,1,0
4565,The TCS shall be capable of automatically selecting the proper mode of operation for the selected data terminal.,1,0,0,0,0,0,0,0,0,0,0,0
8977,The Khan Academy platform shall be accessible for use by participating schools.,0,1,0,0,0,0,0,0,0,0,0,0
7530,The system shall display collection-level replication status on the curator dashboard.,1,0,0,0,0,0,0,0,0,0,0,0
8905,System shall not function without an internet connection.,0,0,0,0,0,0,0,0,1,0,0,0
8342,Customer shall be able to disengage bill mode to cancel the billing process through their chosen menu by card.,1,0,0,0,0,0,0,0,0,0,0,0
3503,Log in to an account shall require entry of an account name and a password.,1,0,0,0,0,0,0,0,0,0,1,0
6283,System shall employ a secured database for storing information.,0,0,0,0,0,0,0,0,0,0,1,0
2099,"Since the application must run over the internet, all the hardware shall require to connect internet will be hardware interface for the system. As for e.g. Modem, WAN â€“ LAN, Ethernet Cross-Cable.",0,0,0,0,0,0,0,0,1,0,0,0
2076,"The integrity of STEWARDS data will be critical to its success as a product. Scientific research and publications will be based on the data obtained through the system. Therefore, extensive data validation and review will be performed both before data are uploaded to the system and as part of the upload process. The system will need policy and procedures protecting the data from intentional or unintentional modifications, and to ensure accurate data are made available.",0,0,0,0,0,0,1,0,0,0,1,0
4865,Program Administrators and Nursing Staff Members shall be able to add new classes to a sequence of classes.,1,0,0,0,0,0,0,0,0,0,0,0
266,Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.,1,0,0,0,0,0,0,0,0,0,1,0
